Title,Genre,Language,Release Date,Country,Budget (M USD),Lifetime Gross (M USD),Number of Screens,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Marketing Budget (M USD),Hit or Flop
Dopea,Animation,Hindi,41309,UK,112.5,214.93,3426,8.3,96,54127,44.9,Collection not met
Beavis and Butt-Head Do Americaa,Animation,Tamil,42584,India,299.88,214.65,2130,4.6,53,135472,73.11,Collection not met
The Little Vampirea,Romance,Spanish,42958,France,159.24,214.53,3124,7.9,92,228599,46.07,Collection not met
Glorya,Horror,Spanish,44141,USA,70.05,214.17,4869,9.8,40,446447,12.52,Collection not met
The Phantoma,Animation,Tamil,41193,India,38.35,214.13,705,7,30,388006,14.97,Collection not met
The Cat in the Hata,Romance,Telugu,44944,India,277.8,213.85,4431,4.1,47,290184,27.93,Collection not met
The Guarda,Romance,Tamil,43265,India,220.94,213.69,4703,9.3,29,69360,94.47,Collection not met
Django Unchaineda,Action,Korean,44393,China,288.81,212.85,1430,7.1,79,80107,108.89,Collection not met
The Good Nighta,Thriller,French,43528,China,267.19,211.99,3013,5.7,39,312013,108.15,Collection not met
Land of the Losta,Adventure,French,43096,USA,157.41,211.79,4178,7.8,71,256725,74.34,Collection not met
Summer Storma,Romance,Spanish,42224,USA,72.99,210.08,2352,5.5,68,129598,32.94,Collection not met
8 Milea,Sci-Fi,Japanese,42615,UK,84.33,209.84,1590,5,42,132754,32.38,Collection not met
The Son of No Onea,Drama,Tamil,44108,Japan,142.79,209.69,1165,10,49,333980,16.34,Collection not met
Flags of Our Fathersa,Comedy,Telugu,42920,Japan,29.57,209.53,583,7.9,93,233472,10.88,Collection not met
Londona,Sci-Fi,English,45074,Japan,34.35,209.5,2655,9.7,66,407183,12.57,Collection not met
Halloweena,Horror,Telugu,41858,France,160.31,209.42,3242,9.2,35,456819,50.61,Collection not met
Jersey Girla,Animation,Korean,42242,France,154.69,209.05,4986,8.6,37,166804,63.65,Collection not met
Superbabies: Baby Geniuses 2a,Romance,Chinese,45451,Japan,68.55,209.01,3326,6.5,61,82453,28.76,Collection not met
The Sweeneya,Drama,Korean,45471,China,141.38,208.15,4598,8.1,71,435568,69.22,Collection not met
Lonesome Jima,Comedy,Spanish,41103,UK,31.27,207.6,1575,5.5,70,387914,13.74,Collection not met
Dogmaa,Action,Korean,43559,China,135.59,207.54,3812,9.1,84,304750,66.1,Collection not met
Thunderbirdsa,Adventure,German,40973,USA,63.28,207.13,3158,5,52,23209,21.49,Collection not met
Jawsa,Drama,German,45388,South Korea,39.47,207.08,1061,7.7,69,207875,8.07,Collection not met
Spawna,Comedy,Hindi,40319,India,199.75,206.9,4929,4.6,36,155325,34,Collection not met
By the Seaa,Action,French,43210,India,293.97,206.71,3072,4,63,77580,113.54,Collection not met
The Collectiona,Drama,Hindi,40835,India,133.13,205.69,4176,8.5,69,494740,36.98,Collection not met
Red Tailsa,Animation,French,42628,Germany,296.32,204.73,4845,9.4,78,158562,86.88,Collection not met
A Nightmare on Elm Street 3: Dream Warriorsa,Animation,Spanish,44018,Japan,292,204.45,2264,4.6,59,288723,118.94,Collection not met
Glittera,Adventure,Telugu,42522,UK,171.95,204.38,1219,6.7,58,304973,79.16,Collection not met
Taking Woodstocka,Thriller,Telugu,43436,India,93.59,204.3,4507,7.4,99,182466,28.99,Collection not met
Bad Companya,Comedy,Spanish,41564,India,242.55,203.74,2062,4,56,266081,77.71,Collection not met
My Name Is Brucea,Comedy,Telugu,42827,UK,298.08,203.62,2815,4.1,96,412499,140.2,Collection not met
Jurassic Parka,Drama,French,44315,India,276.39,203.62,4766,8.6,76,173316,90.47,Collection not met
Firefoxa,Romance,Chinese,43558,UK,163.87,201.95,2319,8.7,48,122305,70.14,Collection not met
Four Roomsa,Horror,English,44828,USA,68.86,201.75,3263,7.3,88,416792,30.65,Collection not met
Scroogeda,Romance,Telugu,43854,Japan,275.41,200.77,1098,5.9,78,283300,109.52,Collection not met
Hot Pursuita,Drama,French,45223,India,33.18,200.76,4174,4.8,100,186993,14.49,Collection not met
Cradle 2 the Gravea,Romance,Hindi,41885,China,16.4,200.31,2119,4.7,57,76667,5.75,Collection not met
Herculesa,Thriller,Korean,41693,USA,11.82,200.22,2952,4.8,33,393724,5.75,Collection not met
Black Nativitya,Sci-Fi,Tamil,44832,China,226.67,200.09,728,9.6,20,328759,77.95,Collection not met
East Is Easta,Romance,Japanese,43195,UK,88.44,199.83,2721,7.7,92,299865,18.6,Collection not met
A Madea Christmasa,Animation,Spanish,43804,France,86.86,199.76,1100,9,22,242016,23.74,Collection not met
The Emperor's New Groovea,Adventure,Japanese,43434,USA,253.62,199.3,3765,9.3,88,171395,90.93,Collection not met
Get on the Busa,Adventure,Tamil,41316,France,261.81,198.99,1015,5.8,61,492818,41.77,Collection not met
Hellboy II: The Golden Armya,Sci-Fi,Spanish,43702,South Korea,254.08,198.5,682,8.6,29,185170,118.66,Collection not met
Bride of Chuckya,Animation,Chinese,40599,Germany,15.29,198.21,2261,7.4,77,366121,7.59,Collection not met
The Santa Clausea,Thriller,Tamil,41453,Germany,221.57,198.09,2637,6.7,93,228721,37.24,Collection not met
Guess Whoa,Sci-Fi,French,42750,India,188.39,197.9,4206,9.7,57,330581,85.88,Collection not met
Ernest & Celestinea,Drama,Tamil,43636,USA,62.63,197.69,1115,9.2,24,59211,26.63,Collection not met
The Exorcism of Emily Rosea,Romance,Chinese,41250,India,185.18,197.02,2209,6.6,98,275858,43.61,Collection not met
Freehelda,Comedy,French,45112,South Korea,66.46,196.68,2296,5.7,26,321320,6.93,Collection not met
The Men Who Stare at Goatsa,Sci-Fi,Telugu,42664,Japan,124.95,196.41,2594,7.6,56,204462,39.5,Collection not met
Megaforcea,Sci-Fi,German,45004,South Korea,89.49,196.36,4541,9.7,53,425607,9.76,Collection not met
About Timea,Action,English,42467,USA,43.94,196.32,1129,4.8,20,10267,20.83,Collection not met
Deliver Us from Evila,Horror,French,44005,UK,238.49,196.3,1803,4.2,85,357507,45.18,Collection not met
The Conjuringa,Drama,Tamil,41739,India,139.21,195.98,3601,7.8,22,300184,40.14,Collection not met
Terminator 2: Judgment Daya,Action,Hindi,43125,UK,206.24,195.65,4235,8.6,57,293988,47.1,Collection not met
Monsters Universitya,Animation,Tamil,45245,UK,208.78,195.45,4672,8.2,57,358791,28.41,Collection not met
The Infiltratora,Romance,English,40792,South Korea,243.83,195.12,4026,8.4,35,179755,112.38,Collection not met
The Purgea,Drama,Hindi,44097,UK,108.44,194.85,3320,5.3,21,216297,20.8,Collection not met
Darknessa,Romance,English,40894,USA,5.2,194.8,3079,7,92,48022,2.3,Collection not met
The Other Womana,Action,Chinese,42212,UK,70.33,194.6,1405,4.2,88,450918,7.2,Collection not met
Saw Va,Action,French,41170,Japan,221.03,194.36,1852,4.3,97,456156,27.21,Collection not met
"Hail, Caesar!a",Adventure,German,43856,Germany,89.72,194.24,764,7.5,46,56232,28.68,Collection not met
The Mighty Ducksa,Drama,German,41134,India,188.67,194.16,635,4.3,78,329416,19.04,Collection not met
The Island of Dr. Moreaua,Thriller,Spanish,44923,France,200.97,193.54,4176,9.4,48,267730,92.05,Collection not met
Domestic Disturbancea,Drama,Hindi,43839,USA,237.26,193.22,1042,4.5,61,333405,100.7,Collection not met
The Merchant of Venicea,Romance,English,41017,Germany,30.96,192.98,1822,8,55,413722,15.33,Collection not met
The Switcha,Adventure,Tamil,41335,India,159.73,192.83,1803,6.7,66,295497,72.58,Collection not met
Windtalkersa,Romance,Spanish,40281,Japan,203.97,192.61,3904,8.4,28,415056,77.95,Collection not met
The Visita,Romance,Tamil,42050,India,103.45,192.1,3635,8.5,98,267185,21.95,Collection not met
The Sentinela,Thriller,French,44797,India,93.5,192.09,3551,7.3,25,288008,17.92,Collection not met
Frequencya,Romance,Chinese,40660,India,275.23,191.83,3309,6.4,82,360421,60.61,Collection not met
Secretariata,Romance,English,41070,India,16.95,191.68,1651,8.8,58,392599,4.3,Collection not met
Dredda,Comedy,Telugu,44304,Japan,258.53,191.59,4831,6.3,80,28588,92.38,Collection not met
Babea,Thriller,German,41445,India,275.51,191.11,3139,9,73,159660,51.29,Collection not met
The Fountaina,Comedy,English,44289,China,28.12,190.7,3270,7.3,35,446300,10.95,Collection not met
Amores Perrosa,Horror,Chinese,43492,Japan,68.91,190.56,1269,4.4,57,272694,18.92,Collection not met
Punch-Drunk Lovea,Animation,Hindi,44639,South Korea,117.65,190.54,3555,7.5,54,375867,14.28,Collection not met
A History of Violencea,Romance,German,42506,South Korea,195.92,189.9,2290,9.8,93,275133,37.17,Collection not met
The Clan of the Cave Beara,Sci-Fi,Spanish,41019,China,57.89,189.61,3912,9.1,83,391431,25.04,Collection not met
"Good Night, and Good Luck.a",Thriller,Tamil,41175,Germany,255.85,189.5,4746,5.3,85,341925,116.96,Collection not met
The Muppet Christmas Carola,Romance,Tamil,45114,Germany,58.04,189.41,978,8.4,76,141247,8.41,Collection not met
Inside Outa,Comedy,German,45219,China,122.98,189.28,2352,8.8,45,417450,33.02,Collection not met
The Last Standa,Animation,French,43606,India,36.47,188.04,3505,4.7,30,336244,7.76,Collection not met
Night at the Museuma,Animation,Telugu,41024,USA,98.91,188.02,2548,5,78,458957,40.9,Collection not met
"McFarland, USAa",Adventure,Chinese,43712,Japan,194.3,187.83,2701,10,90,3962,81.04,Collection not met
The Spy Next Doora,Animation,Tamil,44399,India,6.61,187.78,595,4.4,26,97164,1.56,Collection not met
The Tourista,Thriller,German,45409,USA,287.09,187.61,1217,7.9,93,242615,41.36,Collection not met
Clockstoppersa,Horror,Tamil,45474,South Korea,200.97,186.99,3063,6.8,29,275590,42.91,Collection not met
X-Men: Apocalypsea,Horror,Spanish,42677,Japan,184.9,186.36,4333,8.2,72,323284,87.23,Collection not met
The Karate Kida,Comedy,Hindi,40924,India,292.83,186.28,4351,8.3,93,287459,85.59,Collection not met
Cold Mountaina,Horror,Telugu,42869,UK,257.38,186.1,1443,7.9,63,3874,37.6,Collection not met
North Countrya,Sci-Fi,Spanish,43731,Japan,167.68,186.06,1978,5.7,65,78711,60.86,Collection not met
Escobar: Paradise Losta,Action,French,45138,China,195.3,185.67,2738,4.3,65,262990,78.68,Collection not met
The Cold Light of Daya,Thriller,English,43292,USA,165.65,185.04,2073,8.2,37,156305,56.12,Collection not met
Baahubali: The Beginninga,Horror,Hindi,41399,China,20.26,184.95,1046,8.9,31,296583,4.27,Collection not met
Crocodile Dundee in Los Angelesa,Romance,Hindi,40304,Germany,272.42,184.71,3740,5,81,299097,112.65,Collection not met
Lost Soulsa,Sci-Fi,French,43890,South Korea,108.06,184.66,1414,8.6,72,397597,36.15,Collection not met
Ghostbustersa,Horror,Korean,43728,France,125.28,184.09,788,8,57,32569,29.03,Collection not met
Extremely Loud & Incredibly Closea,Action,Hindi,41750,Japan,173.79,184.09,718,4.7,95,298591,71.22,Collection not met
Maleficenta,Drama,French,41018,France,267.79,183.79,947,4.6,95,101130,52.44,Collection not met
Hoodwinked!a,Sci-Fi,Telugu,42508,UK,130.82,183.48,2698,4.6,54,392458,62.39,Collection not met
Dracula Untolda,Drama,Telugu,45649,Japan,296.84,183.17,3852,5.4,21,149726,76.06,Collection not met
Twilighta,Adventure,Spanish,44897,France,99.19,182.01,1327,9.8,50,4200,10.23,Collection not met
What's Eating Gilbert Grapea,Horror,French,43114,Germany,282.96,181.79,1857,9,79,55878,99.4,Collection not met
The House Bunnya,Romance,Japanese,44829,India,50.89,181.77,698,4.2,52,66075,22.31,Collection not met
Center Stagea,Romance,Telugu,44957,China,101.06,181.45,4734,5.7,70,394672,46.8,Collection not met
Persepolisa,Comedy,Spanish,43882,India,171.7,181.29,4603,4.5,88,10517,44.02,Collection not met
Ronina,Thriller,Tamil,44138,China,148.63,181.04,1994,6.9,42,53773,54.57,Collection not met
Johnny English Reborna,Horror,Korean,41329,Germany,181.76,180.76,3841,5.6,58,71860,20.65,Collection not met
The Warrior's Waya,Action,Tamil,43205,UK,263.41,180.38,1017,6.2,33,272926,55.55,Collection not met
The Hudsucker Proxya,Romance,French,45200,USA,1.17,180.28,3975,4.7,56,72995,0.2,Collection not met
My Big Fat Greek Weddinga,Adventure,German,41773,India,26.75,180.13,3450,5.2,85,30297,6.06,Collection not met
Horrible Bossesa,Action,German,41340,Japan,86.52,180.1,520,6.7,53,130769,42,Collection not met
Boyhooda,Horror,Telugu,41962,France,248.8,180.03,3568,4.1,27,300214,98.92,Collection not met
The Rainmakera,Thriller,Japanese,42814,Germany,259.76,179.61,2775,4,53,241447,128.94,Collection not met
Friday the 13th Part 2a,Sci-Fi,Japanese,42005,USA,285.63,179.53,721,5.2,41,408568,121.59,Collection not met
Oliver!a,Action,Chinese,44884,Japan,266.71,179.28,4894,9.7,42,211551,108.57,Collection not met
Newlywedsa,Romance,Korean,42668,Japan,143.08,179.01,924,9.5,90,407066,17.94,Collection not met
DOA: Dead or Alivea,Action,Hindi,41687,China,51.02,178.94,2263,8.6,70,425117,5.88,Collection not met
Homea,Comedy,Chinese,43319,Japan,171.82,178.4,1566,7.4,26,98222,42.58,Collection not met
Meet the Fockersa,Animation,Tamil,44718,Japan,155.04,178.26,3936,4.6,63,346940,62.77,Collection not met
Captivea,Sci-Fi,German,42805,India,158.84,178.25,1749,5.8,33,302898,22.06,Collection not met
"I Love You, Beth Coopera",Drama,Japanese,42743,UK,271.19,178.02,3628,4.8,21,202529,95.81,Collection not met
Maya,Adventure,Japanese,41141,South Korea,142.21,177.74,634,8.5,52,260001,51.66,Collection not met
Three Kingsa,Animation,Telugu,43357,Japan,259.91,177.49,2727,9,42,315285,47.62,Collection not met
"Crazy, Stupid, Love.a",Thriller,Korean,43529,Japan,207.14,177.46,1043,5.4,57,493913,83.24,Collection not met
Not Another Teen Moviea,Sci-Fi,French,45005,USA,284.19,177.04,623,5.2,44,57390,106.48,Collection not met
Driving Miss Daisya,Drama,Chinese,45201,USA,125.9,176.78,2939,5.3,42,126835,24,Collection not met
Never Say Never Againa,Drama,Tamil,41647,UK,52.68,176.45,3878,7.2,66,436683,15.94,Collection not met
Miraclea,Animation,Spanish,43083,USA,72.36,176.34,1167,4.9,87,10888,10.56,Collection not met
Lucya,Sci-Fi,Japanese,40641,France,154.81,176.07,2529,9.9,48,41307,21.97,Collection not met
Miss Marcha,Action,French,41113,India,233.9,175.87,4353,8,69,251476,54.64,Collection not met
Avengers: Age of Ultrona,Drama,German,41137,USA,221.38,175.72,1972,7,69,374320,64.79,Collection not met
Clay Pigeonsa,Comedy,Tamil,45486,UK,203.97,175.7,3388,7.4,80,54296,24.69,Collection not met
Beverly Hills Cop IIa,Horror,Tamil,44740,China,174.6,175.28,4081,5,53,144707,46.51,Collection not met
Mr. Popper's Penguinsa,Action,English,45553,Germany,131.44,174.95,1869,8.7,93,266262,26.25,Collection not met
Jesus' Sona,Thriller,Japanese,45411,UK,10.23,174.8,1313,7.8,55,471259,2.95,Collection not met
The Horse Whisperera,Adventure,German,40733,Japan,290.25,174.78,2211,9.9,92,360376,47.5,Collection not met
Serendipitya,Comedy,Tamil,41240,South Korea,41.94,174.72,4128,8.6,79,284019,6.78,Collection not met
Blue Jasminea,Sci-Fi,French,44821,Japan,31.33,174.35,4914,7,77,66476,9.05,Collection not met
Kit Kittredge: An American Girla,Romance,Telugu,42068,South Korea,113.48,174.05,4841,9.8,81,294153,23.13,Collection not met
Doogala,Animation,Japanese,40878,Germany,104.7,173.91,4354,8.7,56,273247,47.95,Collection not met
Freedom Writersa,Comedy,French,42501,France,234.14,173.48,4874,5,61,38118,100.68,Collection not met
Eastern Promisesa,Animation,Spanish,42807,India,152.42,173.24,3079,6.4,59,452493,35.79,Collection not met
Major Dundeea,Comedy,Spanish,44019,Germany,145.35,173.18,3877,7.6,89,458421,70.1,Collection not met
Halloween III: Season of the Witcha,Sci-Fi,German,45526,France,234.97,173.1,3943,5.9,58,173690,48.96,Collection not met
Speciala,Adventure,English,42853,UK,54.82,173.06,696,9.3,39,134785,5.74,Collection not met
Death Racea,Animation,Korean,43196,China,87.41,173,2635,5.4,58,429754,24.35,Collection not met
Lady in the Watera,Romance,English,43628,France,67.12,172.88,1638,5.4,23,196403,8.67,Collection not met
Indiana Jones and the Temple of Dooma,Drama,German,41194,South Korea,47.37,172.84,651,9.2,20,128536,21.81,Collection not met
Chloea,Thriller,Spanish,44646,South Korea,96.04,172.64,3346,4.8,33,210358,33.39,Collection not met
Dirty Grandpaa,Thriller,French,44948,USA,192.25,172.39,4265,9.9,37,307084,45.49,Collection not met
End of the Speara,Animation,Hindi,45656,Germany,265.25,172.31,1299,9.5,20,104392,117.23,Collection not met
Home Alonea,Horror,Hindi,41609,UK,12.79,171.42,967,9.7,47,169802,1.89,Collection not met
Tarnationa,Animation,Spanish,44131,China,222.65,171.34,2976,6,90,240778,108.97,Collection not met
Kama Sutra: A Tale of Lovea,Thriller,Japanese,43985,France,96.98,171.34,1239,9.1,50,223335,43.56,Collection not met
The Brothers McMullena,Sci-Fi,German,44656,France,122.57,171.26,525,6.1,20,35524,50.95,Collection not met
Charlie and the Chocolate Factorya,Comedy,English,44957,UK,202.62,170.41,2080,9.3,64,162087,25.74,Collection not met
Flushed Awaya,Sci-Fi,Japanese,42615,China,195.65,170.26,3054,7,51,285661,38.92,Collection not met
Toy Storya,Romance,German,41765,USA,10.21,170.05,2300,6.1,47,81654,4.05,Collection not met
One to Anothera,Adventure,Tamil,40364,South Korea,37.59,169.7,2721,9.5,44,422503,9.98,Collection not met
Ice Age: Continental Drifta,Horror,Chinese,44465,Germany,175.42,169.66,4126,8,45,419763,58.09,Collection not met
Giglia,Drama,Chinese,41049,South Korea,40.44,168.59,989,8.5,67,178224,5.33,Collection not met
Conan the Barbariana,Adventure,Telugu,42741,South Korea,123.12,168.09,4762,9.5,27,165829,17.45,Collection not met
Poltergeista,Horror,French,44854,France,79.53,168.08,4625,5,82,277918,14.38,Collection not met
Big Daddya,Romance,Japanese,41223,China,271.97,167.25,2522,8.4,36,408314,46.76,Collection not met
Lockouta,Sci-Fi,English,40761,India,203.53,166.98,1650,7.3,59,59159,94.69,Collection not met
Winter Passinga,Animation,Telugu,43719,South Korea,11.36,166.93,1782,7.7,97,54931,2.47,Collection not met
The Station Agenta,Comedy,German,42638,India,176.3,166.72,4210,8.3,84,497555,77.15,Collection not met
The Sixth Sensea,Drama,Korean,41187,USA,36.78,166.68,2325,6.3,48,298514,3.82,Collection not met
Sky Captain and the World of Tomorrowa,Romance,French,45440,Germany,144.77,166.48,3054,8.3,45,4273,30.99,Collection not met
Latter Daysa,Romance,Spanish,42172,India,252.62,166.46,1054,4,55,77337,110.21,Collection not met
The Holidaya,Animation,Korean,45605,India,197.65,166.44,1991,5,34,328174,43.18,Collection not met
"Legally Blonde 2: Red, White & Blondea",Romance,Tamil,43367,UK,262.64,166.08,2626,8.4,27,123012,52.55,Collection not met
The Corea,Action,Tamil,40579,USA,267.71,165.94,2506,9.8,100,475133,125.41,Collection not met
Metropolitana,Animation,English,44194,South Korea,160.51,165.64,3170,9.9,71,118997,42.61,Collection not met
Warriora,Sci-Fi,Japanese,43462,Japan,154.06,165.28,2355,4.9,69,48430,19.27,Collection not met
Date Nighta,Comedy,Telugu,42172,France,289.97,164.97,1171,8.4,36,149354,85.77,Collection not met
The Bounty Huntera,Sci-Fi,Telugu,40341,UK,168.04,164.28,4923,8.7,84,104390,27.81,Collection not met
In the Shadow of the Moona,Animation,Tamil,41504,USA,225.63,164.27,3055,7.4,77,494026,65.08,Collection not met
Alex Crossa,Adventure,Tamil,44080,India,60.41,164.27,3415,6,79,433106,26.56,Collection not met
